item_id,category,platform,condition,brand,age_years,seller_account_age_days,seller_item_count,seller_rating,image_count,description_length,shipping_offered,original_price,current_price,month_listed,days_listed,view_count,favorite_count,price_drops,relistings,sold,sale_price,days_to_sell,suspected_counterfeit,fraud_flag
2018,clothing,Vinted,poor,Adidas,2,265,12,3.4566939499468896,9,13,False,32.68,30.21,6,30,138,24,1,2,yes,26.25,13.0,0.025143244624141053,False
2019,furniture,Vinted,like-new,,7,791,23,3.9905490554655056,4,69,True,184.27,125.07,6,48,131,22,2,0,yes,121.87,23.0,0.07289756232651592,False
2020,collectibles,eBay.de,fair,Antique,23,573,21,4.166757172888505,4,212,True,141.41,256.29,5,15,120,11,0,1,no,,,0.0869546968156463,False
2021,furniture,Mercari EU,good,West Elm,3,332,7,4.929192965134181,5,197,True,225.66,205.63,4,43,131,7,0,0,yes,176.75,12.0,0.09442135402869598,False
2022,collectibles,OLX,good,,14,205,2,2.714145662415598,2,86,True,251.31,211.31,12,28,75,3,1,4,yes,208.02,17.0,0.05139705750375742,False
2023,clothing,OLX,fair,,11,319,10,3.817795101733199,4,92,False,22.98,9.52,10,31,107,20,0,0,no,,,0.0,False
2024,electronics,eBay.de,like-new,Sony,1,1279,20,2.880993663246315,5,138,True,778.54,414.52,1,35,156,29,0,1,no,,,0.0,False
2025,clothing,Vinted,mint,,5,78,1,2.9766673263506753,1,239,True,111.46,77.82,10,28,98,13,0,0,yes,72.6,10.0,0.0,False
2026,books,Facebook Marketplace,good,Penguin,4,1330,43,3.529485695198956,3,279,True,26.57,18.14,2,9,61,8,0,0,no,,,0.01828605051452345,False
2027,collectibles,Mercari EU,good,Vintage,33,750,11,3.1297653981812177,4,452,True,167.17,235.35,12,24,143,13,5,2,no,,,0.03857153430619811,False
2028,clothing,eBay.de,fair,Nike,2,1083,6,4.406936270412212,5,156,False,44.46,42.55,3,32,128,18,0,2,no,,,0.0,False
2029,furniture,eBay.de,poor,Herman Miller,1,663,43,3.873365992851074,3,215,True,479.75,483.83,12,49,756,97,0,0,yes,456.42,16.0,0.1338803994458701,False
2030,clothing,Mercari EU,mint,H&M,3,1198,41,4.289248169198718,5,136,False,71.38,57.3,5,22,115,9,4,1,yes,52.49,12.0,0.0,False
2031,furniture,eBay.de,good,Ashley,3,988,67,3.5079910127731715,3,132,False,283.77,204.19,9,10,77,5,0,1,no,,,0.08385549403268683,False
2032,electronics,Facebook Marketplace,good,Lenovo,5,484,6,4.740749441399204,4,224,True,753.56,63.62,9,46,197,12,2,0,no,,,0.0,False
2033,collectibles,Mercari EU,poor,Pokemon,49,551,4,3.037260331213095,4,157,True,64.99,72.74,6,46,142,23,1,0,no,,,0.0,False
2034,furniture,OLX,poor,Wayfair,8,351,3,4.689358563739528,1,350,True,161.06,92.59,11,96,137,19,1,0,yes,87.17,54.0,0.0,False
2035,electronics,Mercari EU,good,Nintendo,2,719,23,4.735876733556815,8,548,True,861.43,70.81,8,35,333,25,0,0,yes,64.01,25.0,0.015227861739051218,False
2036,clothing,Vinted,good,H&M,4,209,15,4.328434454489556,6,202,False,76.49,52.96,10,137,285,47,3,0,yes,49.75,62.0,0.0,False
2037,clothing,OLX,like-new,H&M,2,403,13,4.3762665233124745,5,264,False,,87.09,3,34,149,26,1,4,no,,,0.0,False
2038,clothing,Mercari EU,like-new,GAP,0,855,12,3.6941410412173923,4,35,True,89.34,98.24,8,34,90,11,0,0,yes,85.47,27.0,0.0,False
2039,clothing,Vinted,good,Nike,3,175,5,2.5039610726521557,7,244,True,85.04,64.68,11,36,178,12,2,3,no,,,0.05833640520361605,False
2040,collectibles,Mercari EU,fair,Limited Edition,46,1204,36,4.295546858516339,6,73,False,126.32,253.33,7,38,150,17,0,1,no,,,0.007164456608363887,False
2041,furniture,eBay.de,good,Ashley,6,1082,45,4.308433636079287,2,149,True,308.63,187.03,1,36,101,6,0,0,yes,183.84,19.0,0.045003355200309514,False
2042,electronics,Facebook Marketplace,good,HP,1,1211,71,4.011887504224544,5,259,True,332.21,170.5,6,17,215,40,0,0,yes,151.06,10.0,0.0,False
2043,clothing,eBay.de,good,Nike,11,780,16,3.7892404483113222,3,213,True,52.34,21.76,3,27,97,17,3,0,yes,19.89,20.0,0.0,False
2044,collectibles,Facebook Marketplace,fair,LEGO,21,624,14,3.768521252596151,6,239,True,106.58,106.61,11,63,195,30,2,3,yes,105.1,24.0,0.09951713550006078,False
2045,books,Vinted,mint,Random House,3,84,1,2.6165493129037847,4,252,True,49.13,36.85,9,16,56,8,0,0,no,,,0.0,False
2046,clothing,eBay.de,like-new,,6,811,27,4.677738542239765,3,129,True,37.08,25.6,5,81,149,27,3,0,no,,,0.04691496937753106,False
2047,books,OLX,like-new,HarperCollins,11,583,35,3.8517185534328133,8,192,True,47.87,17.75,7,55,125,11,0,1,yes,16.37,35.0,0.0,False
2048,electronics,Facebook Marketplace,fair,Apple,6,316,13,3.727116038000225,8,104,True,556.82,53.26,8,44,1650,95,1,1,yes,50.96,25.0,0.30809015901595876,False
2049,clothing,Vinted,mint,Gucci,3,300,8,4.304469398721474,7,345,True,230.13,184.66,8,47,1177,98,0,0,yes,172.58,26.0,0.0,False
2050,electronics,eBay.de,fair,Sony,2,913,5,3.378808981052687,2,77,False,295.12,32.01,7,16,128,7,0,1,no,,,0.0,False
2051,electronics,eBay.de,like-new,Samsung,2,489,18,3.9011321901342404,6,295,True,854.3,119.4,6,38,282,25,0,0,yes,102.74,20.0,0.08014858146288928,False
2052,clothing,Facebook Marketplace,good,H&M,2,275,3,4.70501063621241,2,111,True,61.9,44.81,4,54,107,20,2,2,no,,,0.03676252721290921,False
2053,collectibles,Facebook Marketplace,fair,Vintage,1,1163,14,3.624262319043794,2,100,True,139.86,281.75,7,28,86,11,0,0,no,,,0.0,False
2054,books,Facebook Marketplace,good,Vintage,1,284,3,2.924826614029904,2,170,True,27.09,26.08,10,15,49,4,0,1,no,,,0.06299727178092512,False
2055,furniture,Mercari EU,like-new,Ashley,4,475,13,3.253795959408047,5,53,True,530.01,404.39,10,5,94,17,0,2,no,,,0.0,False
2056,electronics,Facebook Marketplace,like-new,Dell,1,1850,44,4.187213866003089,4,219,True,646.96,268.63,9,20,186,16,1,0,yes,241.81,12.0,0.0665701393255457,False
2057,electronics,eBay.de,poor,Dell,1,485,26,3.90545559914026,7,224,False,257.73,158.91,7,22,209,30,0,2,no,,,0.09208609345864266,False
2058,furniture,Vinted,like-new,,13,296,1,5.0,6,312,True,696.13,206.1,12,35,185,15,0,2,yes,177.73,13.0,0.0,False
2059,electronics,Mercari EU,good,Apple,1,1278,20,3.903928874020485,6,121,True,3941.4,1730.69,11,14,617,122,0,2,no,,,0.0,False
2060,clothing,OLX,good,,5,832,7,4.3197031156301335,8,105,True,45.6,28.39,8,74,204,28,3,0,yes,26.99,36.0,0.0,False
2061,electronics,Facebook Marketplace,like-new,Sony,4,843,26,3.764675177087309,5,170,True,860.63,76.13,11,101,298,38,1,0,no,,,0.0,False
2062,books,Mercari EU,like-new,,11,1082,8,4.452968386271183,7,210,False,13.91,6.44,7,47,99,13,0,2,yes,5.72,22.0,0.022913292823225448,False
2063,electronics,Mercari EU,good,Dell,3,734,11,4.926134831318319,3,65,True,316.32,33.1,10,22,148,15,0,3,yes,31.9,7.0,0.014798161530952883,False
2064,clothing,OLX,good,Adidas,0,452,7,3.381076664770216,8,22,True,48.5,43.13,2,26,163,17,5,0,yes,38.91,7.0,0.0,False
2065,books,eBay.de,like-new,HarperCollins,5,1059,132,4.449476571345517,8,217,True,26.89,19.05,10,46,124,18,0,0,yes,16.62,29.0,0.0,False
2066,clothing,eBay.de,fair,Zara,1,1052,64,4.092210115456096,4,508,True,37.75,35.47,7,30,154,28,5,0,yes,33.34,12.0,0.02096482948127558,False
2067,clothing,OLX,fair,Zara,2,492,3,4.015990711123709,4,368,True,47.84,38.83,11,51,165,23,2,0,yes,35.15,31.0,0.073759164772806,False
2068,clothing,OLX,poor,Nike,4,124,7,4.590988136496601,3,47,False,20.06,14.46,7,61,140,23,2,3,yes,14.23,19.0,0.09574099815684076,False
2069,electronics,eBay.de,like-new,Apple,4,690,18,3.8883368290719806,4,171,True,2512.13,240.27,1,98,1246,205,1,0,yes,228.27,47.0,0.30407582088072915,False
2070,books,eBay.de,good,,4,1570,79,4.72494667904061,5,328,True,7.99,6.88,11,8,72,5,3,0,no,,,0.05831212162077781,False
2071,electronics,eBay.de,fair,Apple,1,565,43,4.301287365678855,4,174,False,2573.59,1741.71,12,39,923,181,0,0,yes,1707.82,31.0,0.11756566794811012,False
2072,clothing,Vinted,like-new,Zara,7,535,3,5.0,5,66,True,109.49,76.07,1,42,121,19,1,0,yes,67.27,13.0,0.04005677567740415,False
2073,collectibles,OLX,mint,,21,342,5,4.070550407657613,1,53,True,133.85,139.1,2,55,91,16,0,2,yes,119.62,20.0,0.1933012506739863,False
2074,collectibles,eBay.de,fair,Vintage,23,1145,23,3.4975447972190086,7,122,True,97.95,58.66,10,15,154,30,0,0,yes,52.91,10.0,0.0,False
2075,collectibles,OLX,like-new,Vintage,13,393,5,4.37031749896526,3,144,True,248.97,430.23,7,92,171,12,1,1,yes,400.05,41.0,0.0,False
2076,clothing,Vinted,like-new,Nike,4,168,1,3.807490220481427,6,132,True,116.78,83.5,1,80,206,25,1,4,no,,,0.07502113789013065,False
2077,electronics,Mercari EU,good,Sony,2,208,9,3.574007487692858,3,137,True,366.5,31.4,8,116,248,33,3,0,yes,29.0,42.0,0.04039532981465557,False
2078,collectibles,Vinted,fair,Funko,49,408,5,4.215705067417325,4,54,True,117.13,187.3,3,97,167,15,2,4,yes,173.89,48.0,0.0,False
2079,books,Facebook Marketplace,like-new,Self-published,4,350,16,3.8109939257956893,0,68,False,37.26,32.35,12,12,40,7,2,4,yes,30.94,8.0,0.011571373522511169,False
2080,clothing,Mercari EU,fair,H&M,7,285,12,4.1048791884700115,6,63,True,60.93,42.17,3,35,134,12,0,0,yes,38.31,14.0,0.003492014293337717,False
2081,clothing,Mercari EU,good,H&M,2,357,12,3.940361053888518,9,11,True,99.01,94.49,1,32,179,19,0,0,yes,91.37,24.0,0.11563367998811738,False
2082,electronics,Vinted,good,Apple,2,204,5,4.34510482437495,2,62,True,2409.37,209.57,7,25,734,50,1,3,no,,,0.3514238438859961,False
2083,collectibles,Vinted,like-new,Vintage,17,134,5,3.5403132801314285,3,97,True,177.89,417.97,12,49,121,7,0,0,no,,,0.0,False
2084,electronics,Vinted,like-new,Sony,4,227,5,3.9141136945895147,2,184,True,401.7,37.03,11,48,190,17,0,0,yes,32.03,38.0,0.015494782317493683,False
2085,electronics,eBay.de,good,Apple,3,1429,32,4.282408959452097,2,113,True,2326.68,235.91,5,14,628,89,1,4,yes,235.38,8.0,0.4386079671564177,False
2086,clothing,Mercari EU,good,,1,517,11,4.4463774733663515,5,53,False,25.63,24.89,10,11,99,15,0,0,yes,24.28,7.0,0.0,False
2087,furniture,Mercari EU,fair,Crate&Barrel,5,753,5,3.419500576360033,2,24,True,178.42,120.66,10,71,115,9,1,4,no,,,0.036906211999072513,False
2088,books,Mercari EU,good,HarperCollins,5,1362,103,4.861395935338764,3,234,False,20.45,13.47,5,41,85,11,3,0,yes,12.82,22.0,0.0725334673044685,False
2089,electronics,Mercari EU,good,Samsung,1,293,11,4.718676898848806,4,109,True,709.41,280.28,7,20,147,25,0,1,yes,262.99,13.0,0.011527034396826535,False
2090,books,eBay.de,good,Vintage,11,1496,52,5.0,4,91,True,,16.0,8,28,63,6,0,0,yes,15.57,18.0,0.0,False
2091,collectibles,Vinted,good,Vintage,3,251,3,3.078127151457485,3,181,True,175.29,283.26,12,30,109,6,0,1,no,,,0.0,False
2092,clothing,Vinted,like-new,Uniqlo,3,420,14,4.291277870143338,10,34,True,131.41,95.15,8,41,196,22,0,0,no,,,0.0,False
2093,electronics,Facebook Marketplace,like-new,Apple,1,470,8,2.5309368621571506,2,158,True,2950.16,1483.87,2,63,1130,199,0,1,no,,,0.09250694142987666,False
2094,clothing,Mercari EU,fair,H&M,2,653,14,3.6384031063613005,3,183,True,77.4,75.09,5,62,119,14,2,0,no,,,0.0,False
2095,books,Vinted,good,Random House,5,149,6,4.395641833208661,4,94,True,30.23,19.49,5,89,102,14,1,3,yes,17.46,63.0,0.0,False
2096,furniture,Vinted,good,Ashley,4,159,2,3.7061155093156244,3,327,True,273.79,194.37,4,44,139,18,1,0,no,,,0.0,False
2097,furniture,OLX,good,Crate&Barrel,10,338,19,3.71680868155578,7,125,True,320.42,171.43,12,39,150,9,0,3,yes,151.89,24.0,0.058422552467893435,False
2098,books,Facebook Marketplace,good,Vintage,8,390,3,4.4222228267681185,3,293,False,33.75,21.58,3,46,86,5,0,0,yes,19.77,29.0,0.0,False
2099,electronics,Facebook Marketplace,like-new,Apple,3,321,6,4.069079155017127,6,312,False,1595.03,133.66,10,100,2039,259,0,1,no,,,0.35579681885884584,False
2100,collectibles,eBay.de,mint,Antique,47,715,28,3.0034584767270474,2,226,True,119.16,127.5,8,64,133,6,2,0,yes,125.02,33.0,0.29137421042652767,False
2101,electronics,eBay.de,fair,Apple,3,2368,112,4.831476952665747,3,235,True,2483.78,230.83,4,25,1058,108,0,1,yes,200.01,15.0,0.47322779730840214,False
2102,clothing,OLX,like-new,Zara,6,584,1,3.848774161745947,6,117,True,83.19,58.54,6,40,149,14,1,0,no,,,0.07560786960101518,False
2103,furniture,Facebook Marketplace,fair,Crate&Barrel,7,786,10,3.362898091842736,2,91,True,180.16,99.88,10,42,101,9,1,0,no,,,0.0,False
2104,books,eBay.de,mint,Vintage,5,666,53,3.5280561439135725,8,184,False,30.34,18.94,7,55,132,22,2,1,yes,17.01,33.0,0.0,False
2105,electronics,Facebook Marketplace,like-new,Samsung,0,244,3,4.169550138375381,4,99,True,769.55,777.73,3,77,223,34,5,0,yes,771.21,33.0,0.0,False
2106,collectibles,Facebook Marketplace,mint,Funko,15,566,4,3.414372888748411,4,11,False,258.23,401.99,12,32,106,15,0,0,yes,375.75,24.0,0.23061888888209814,False
2107,collectibles,eBay.de,good,LEGO,42,856,10,3.6813619632646546,3,162,True,237.76,442.45,4,35,98,9,0,0,yes,398.4,21.0,0.08318171812599953,False
2108,clothing,eBay.de,fair,,4,1647,21,4.226991084319931,7,63,True,44.9,38.4,8,38,131,16,0,0,no,,,0.0,False
2109,collectibles,Vinted,like-new,,49,165,1,4.21975139720536,5,231,True,66.07,75.65,10,36,144,23,0,0,yes,75.01,21.0,0.09404490166404497,False
2110,clothing,Vinted,like-new,H&M,10,491,3,4.029509440439701,1,68,True,83.32,37.32,7,31,65,3,2,2,no,,,0.0,False
2111,clothing,Facebook Marketplace,poor,Uniqlo,10,820,56,4.957048929510445,8,36,False,25.96,10.54,2,17,136,15,1,1,yes,10.09,10.0,0.0,False
2112,clothing,eBay.de,good,Zara,16,155,9,2.378721664009472,8,213,False,105.81,22.09,11,31,172,31,4,0,yes,19.69,22.0,0.0237960567146078,False
2113,collectibles,Facebook Marketplace,fair,Limited Edition,49,176,11,3.9134465264746447,5,324,True,92.21,146.9,9,30,144,18,1,2,no,,,0.015874819982138383,False
2114,furniture,OLX,poor,,3,251,6,4.6655447779158585,3,113,False,140.06,98.49,9,70,142,10,2,0,no,,,0.0,False
2115,clothing,Vinted,poor,Nike,3,511,14,5.0,2,229,True,34.84,27.99,2,30,125,12,1,1,yes,26.44,23.0,0.0066612488405063675,False
2116,electronics,Mercari EU,fair,Nintendo,3,266,16,4.782890682849007,3,104,True,261.89,25.04,3,78,213,31,5,0,yes,22.18,37.0,0.05749307923486299,False
2117,furniture,Facebook Marketplace,like-new,Crate&Barrel,16,742,10,4.204809709460629,7,270,True,558.82,91.3,4,36,186,33,0,0,yes,79.8,26.0,0.0,False
2118,clothing,Facebook Marketplace,poor,Nike,5,435,29,4.638508851947702,3,71,False,26.16,18.34,1,15,83,10,0,0,no,,,0.008161300767308033,False
2119,collectibles,Facebook Marketplace,fair,Antique,47,399,1,4.476443506703422,2,229,True,107.59,103.53,9,4,81,14,0,0,yes,93.01,1.0,0.0,False
2120,books,eBay.de,fair,,5,1100,28,3.9120197562035566,4,126,True,9.41,6.25,5,33,73,13,0,0,no,,,0.0,False
2121,electronics,eBay.de,mint,LG,3,627,17,4.5053603062827445,3,548,True,708.77,73.07,2,40,247,32,2,1,yes,72.76,31.0,0.0,False
2122,collectibles,Mercari EU,poor,LEGO,41,450,26,3.716989537421715,6,207,True,86.26,95.31,3,23,136,11,0,0,no,,,0.08853052808393344,False
2123,electronics,OLX,fair,Apple,0,409,20,4.268611535650027,4,125,True,2282.93,2114.88,6,30,586,93,0,0,yes,1912.74,23.0,0.05169415986672658,False
2124,collectibles,eBay.de,fair,Funko,25,2337,132,4.354116375699343,3,458,True,127.05,65.75,7,80,202,18,0,3,yes,56.16,50.0,0.0,False
2125,furniture,OLX,mint,Generic,5,114,1,4.182063347333371,2,58,True,165.06,112.19,12,57,109,15,2,2,yes,111.77,21.0,0.012206614903035498,False
2126,furniture,eBay.de,like-new,Wayfair,3,576,44,3.935880066429883,4,281,True,327.81,237.6,10,21,104,10,0,0,no,,,0.0,False
2127,clothing,OLX,poor,,8,988,53,4.237562111442131,8,253,True,15.7,9.52,8,25,154,12,0,1,yes,8.45,19.0,0.017372050859142993,False
2128,collectibles,Facebook Marketplace,good,Antique,46,908,20,3.6979596629486675,4,409,True,94.46,80.53,10,34,163,17,0,2,yes,76.13,11.0,0.027356307711045774,False
2129,electronics,eBay.de,good,Apple,3,1084,18,4.016113320817159,1,284,True,1775.48,171.48,4,27,500,37,0,1,yes,146.85,8.0,0.48769036173822977,False
2130,clothing,Mercari EU,fair,Adidas,10,249,6,4.7309691628803066,3,150,True,54.48,25.28,9,38,139,8,0,0,yes,22.95,14.0,0.0,False
2131,clothing,eBay.de,mint,Nike,6,2175,69,3.2717135858456947,4,445,True,78.82,56.93,6,32,142,25,0,0,yes,48.55,20.0,0.0,False
2132,furniture,eBay.de,good,Gucci,10,4,389,4.2305855175905895,5,400,True,245.31,110.47,9,79,212,26,3,1,yes,108.49,32.0,0.88,False
2133,electronics,Vinted,like-new,Samsung,2,270,2,4.923961907580727,7,184,True,578.36,54.26,9,56,265,17,4,2,yes,50.63,34.0,0.0,False
2134,books,Vinted,like-new,Vintage,6,92,1,4.514005843271863,9,223,True,23.83,13.98,12,28,124,9,0,0,yes,13.79,12.0,0.09980993905966778,False
2135,collectibles,eBay.de,good,Pokemon,30,555,7,3.8681519564855584,3,207,True,130.28,114.55,7,55,142,22,0,1,no,,,0.0,False
2136,clothing,Facebook Marketplace,like-new,Uniqlo,12,1078,43,4.575082281980158,7,180,True,111.86,48.15,12,14,125,9,0,0,no,,,0.04666833872308898,False
2137,books,Mercari EU,like-new,Penguin,10,1800,38,3.832184922861088,2,157,False,26.83,12.78,11,75,71,12,2,1,yes,11.79,31.0,0.05198966145454795,False
2138,clothing,Vinted,good,GAP,6,14,1,4.387424394533221,5,680,True,65.78,46.53,11,29,171,13,0,2,no,,,0.016512242715035513,False
2139,collectibles,OLX,fair,LEGO,2,622,23,4.815397481336801,4,284,True,196.6,434.73,3,87,194,12,0,0,no,,,0.0,False
2140,books,Mercari EU,good,Random House,9,346,9,3.9887833237965302,2,330,False,27.1,12.13,12,5,48,5,0,0,no,,,0.018760530348985532,False
2141,electronics,OLX,like-new,Samsung,6,353,10,4.603225517961533,3,183,True,827.38,70.23,6,6,153,16,0,0,yes,62.14,3.0,0.0,False
2142,books,Facebook Marketplace,like-new,,3,524,4,2.987796349132686,3,346,True,10.22,7.86,6,55,78,11,1,1,no,,,0.013567969093427654,False
2143,electronics,Vinted,fair,HP,1,435,23,3.620421569631829,6,251,True,381.24,184.65,5,126,414,68,1,0,yes,157.7,96.0,0.029181019677283537,False
2144,electronics,Mercari EU,poor,Dell,2,1040,27,4.590734988135314,10,25,True,308.91,32.96,6,32,251,17,0,2,yes,31.33,23.0,0.0,False
2145,books,Mercari EU,like-new,Penguin,3,278,9,5.0,1,131,True,35.1,30.45,10,33,53,6,0,0,no,,,0.0,False
2146,electronics,Vinted,like-new,Apple,1,357,8,3.8727842324333546,6,177,True,1814.87,949.56,2,22,747,65,2,0,yes,880.06,7.0,0.03687328525638288,False
2147,electronics,Vinted,good,Samsung,6,343,6,4.508349049840869,4,37,True,518.26,55.84,4,26,154,24,0,1,yes,48.18,12.0,0.0,False
2148,electronics,Vinted,good,Microsoft,0,126,3,1.4507600862161008,2,92,False,399.7,381.91,7,77,188,14,2,0,no,,,0.0,False
2149,books,eBay.de,good,,9,746,18,4.505934261247005,3,526,False,9.23,4.6,6,12,67,3,0,1,yes,4.11,7.0,0.04445167200098479,False
2150,electronics,eBay.de,good,Dell,4,234,2,3.406933251638771,4,83,False,269.5,29.1,9,20,145,10,0,0,yes,25.4,9.0,0.0,False
2151,clothing,Mercari EU,good,Zara,0,427,11,5.0,6,107,False,73.81,61.47,5,43,165,14,0,1,yes,53.79,32.0,0.0,False
2152,books,Vinted,poor,Random House,3,275,32,4.587368098724752,3,136,False,9.78,7.72,12,49,62,4,0,0,yes,7.46,17.0,0.0,False
2153,books,Facebook Marketplace,like-new,Self-published,3,750,34,4.241931254357432,5,223,True,41.65,34.81,4,26,66,7,0,0,yes,32.56,20.0,0.0,False
2154,clothing,Mercari EU,poor,Nike,2,799,8,3.3631030122960466,3,162,True,31.16,25.15,1,42,125,20,4,1,yes,23.56,32.0,0.0,False
2155,clothing,eBay.de,good,GAP,2,564,5,4.826287511603924,7,646,True,70.06,64.58,1,78,292,16,0,2,yes,63.97,24.0,0.04183461398118085,False
2156,clothing,Vinted,good,,2,158,5,4.845258842790229,3,225,False,29.68,22.42,11,24,103,5,0,2,yes,19.14,10.0,0.0,False
2157,electronics,Vinted,good,Samsung,1,46,1,3.154002301292724,7,177,True,532.28,234.87,7,81,353,57,1,1,no,,,0.013730904730060806,False
2158,electronics,eBay.de,good,Microsoft,1,713,19,4.78605765942719,4,60,True,627.34,438.7,7,34,192,25,0,1,yes,433.7,19.0,0.0,False
2159,books,Vinted,good,Self-published,2,207,11,4.70781135039761,5,9,True,20.7,16.81,11,11,60,5,0,2,yes,16.02,7.0,0.19244621393123884,False
2160,furniture,eBay.de,good,Crate&Barrel,3,978,27,4.338049061424876,6,89,False,194.32,156.01,3,8,118,16,0,0,yes,154.56,4.0,0.0,False
2161,furniture,Mercari EU,like-new,Crate&Barrel,15,609,15,4.614657520438172,2,139,True,390.89,80.37,9,9,78,6,0,0,yes,75.37,5.0,0.0,False
2162,electronics,Mercari EU,good,,3,565,16,4.48348485158623,2,52,True,734.33,59.37,1,29,137,19,0,1,yes,56.18,9.0,0.05431686063606875,False
2163,books,Vinted,good,Self-published,9,41,2,2.969519765324228,9,78,True,11.69,6.1,9,26,91,8,3,0,yes,5.65,8.0,0.0,False
2164,electronics,eBay.de,like-new,Apple,0,1835,39,4.3794296864509565,3,97,True,2416.28,2069.41,2,86,1064,89,0,1,yes,1947.03,31.0,0.0,False
2165,collectibles,Mercari EU,poor,,8,498,9,3.6979758812074315,7,170,True,36.83,40.93,2,63,201,23,1,0,yes,40.06,46.0,0.05281031249854348,False
2166,furniture,OLX,like-new,Crate&Barrel,9,693,5,2.9306942748781757,4,95,True,497.82,301.08,11,29,91,9,0,0,no,,,0.02165179217634841,False
2167,clothing,Facebook Marketplace,good,Zara,2,781,45,3.808175237618101,2,171,False,95.32,73.7,4,79,137,9,0,0,yes,64.33,50.0,0.005402547936354946,False
2168,furniture,Mercari EU,like-new,Wayfair,3,499,6,2.4731143246010565,4,118,True,634.35,567.47,1,4,83,12,0,0,no,,,0.0,False
2169,electronics,eBay.de,good,Sony,2,507,3,2.4084288277079926,5,92,True,821.17,74.65,10,71,235,26,1,0,yes,73.16,33.0,0.0,False
2170,furniture,eBay.de,good,,16,1033,19,3.9116494996329196,2,269,True,165.4,30.9,8,4,89,14,0,3,yes,27.44,1.0,0.08708850021761327,False
2171,clothing,OLX,good,,2,222,1,4.686342817730845,6,38,True,37.22,36.51,10,19,99,8,0,0,yes,34.76,10.0,0.02116474803743676,False
2172,clothing,Vinted,like-new,H&M,3,187,2,2.767543330742491,2,204,True,105.21,82.11,7,43,112,21,2,0,no,,,0.0,False
2173,collectibles,OLX,mint,Pokemon,23,1156,36,3.599447977362899,2,101,True,338.25,707.12,8,59,106,18,1,1,yes,691.87,18.0,0.1985549008230777,False
2174,clothing,Facebook Marketplace,fair,H&M,6,321,19,5.0,5,292,True,42.07,28.83,3,34,166,32,0,0,no,,,0.016322477039172778,False
2175,books,Facebook Marketplace,good,Penguin,4,388,20,3.7245551428817367,7,71,True,18.4,14.43,5,58,96,15,4,0,no,,,0.05721030994724499,False
2176,clothing,Vinted,like-new,Adidas,2,195,1,3.824138668726086,5,24,True,117.23,100.43,3,61,147,24,0,0,no,,,0.04549809003068234,False
2177,furniture,Mercari EU,mint,IKEA,10,792,8,4.201330632876427,1,140,True,379.04,205.26,8,59,98,15,0,3,yes,183.83,40.0,0.02215691653046184,False
2178,furniture,Mercari EU,fair,Ashley,10,734,30,4.101411886188285,4,377,True,227.63,121.92,8,66,165,28,0,0,yes,116.49,51.0,0.0,False
2179,electronics,Vinted,like-new,Lenovo,1,199,2,3.7638639268151644,6,66,True,427.57,194.32,5,64,250,45,0,0,yes,194.22,36.0,0.01892044427265356,False
2180,electronics,eBay.de,poor,HP,0,1857,46,3.797906672555366,3,115,False,,290.45,12,47,186,28,1,0,no,,,0.06703179494521883,False
2181,clothing,OLX,good,Zara,3,677,34,3.876073788217049,5,237,True,90.24,77.85,7,45,172,33,0,0,no,,,0.0958994758875947,False
2182,clothing,Mercari EU,like-new,Zara,4,494,18,4.361546255170107,4,155,True,74.07,64.16,10,63,167,18,1,0,yes,62.66,21.0,0.0,False
2183,electronics,eBay.de,fair,Samsung,4,1179,75,3.5989212976121174,9,110,True,376.42,35.42,1,37,298,53,0,0,yes,33.11,26.0,0.0,False
2184,furniture,Vinted,fair,Crate&Barrel,5,270,2,4.944519770983641,4,177,True,190.6,134.52,10,75,156,28,4,4,no,,,0.04087913408762303,False
2185,collectibles,Facebook Marketplace,like-new,Funko,48,623,15,3.3046467406877644,7,656,True,157.25,400.34,12,84,283,48,4,0,no,,,0.0,False
2186,collectibles,Facebook Marketplace,good,Vintage,44,136,1,3.9713677555979077,4,273,False,128.06,74.66,9,34,137,10,0,5,yes,66.06,23.0,0.05415956632509564,False
2187,books,Mercari EU,good,HarperCollins,1,359,7,2.9494798779766818,6,543,True,17.1,14.1,3,22,120,7,0,0,yes,12.97,15.0,0.0903331832642251,False
2188,books,Mercari EU,poor,Self-published,3,929,12,4.4359891617812695,4,211,True,13.72,12.39,3,10,71,5,0,0,no,,,0.011051346549788982,False
2189,furniture,eBay.de,fair,Crate&Barrel,5,670,8,3.0234121130849534,3,211,True,163.58,132.56,7,106,172,14,2,0,yes,123.83,56.0,0.07680887522059826,False
2190,clothing,Mercari EU,like-new,GAP,2,264,3,4.272756810634502,3,252,False,82.84,65.12,9,16,93,15,0,0,no,,,0.0,False
2191,collectibles,Vinted,like-new,,35,264,10,4.452206960515097,5,198,False,80.97,42.1,11,64,180,24,0,0,no,,,0.0,False
2192,furniture,OLX,like-new,Crate&Barrel,2,354,12,4.651308216726105,4,132,True,320.65,261.69,1,50,140,25,0,0,yes,230.11,19.0,0.008133648933524598,False
2193,furniture,Mercari EU,like-new,IKEA,10,647,9,3.4100403474912113,4,107,False,344.86,173.79,10,18,101,13,3,0,yes,166.39,9.0,0.0,False
2194,clothing,eBay.de,like-new,Gucci,15,434,15,4.9532458354497395,1,173,False,901.39,221.88,4,104,671,65,5,0,yes,194.27,63.0,0.38588329704333185,False
